,address,latitude,longitude,nbed,nbath,ncar,price,historical_dates,suburb,weekly_rent
870,"104/18 RUSSELL PLACE, MELBOURNE",-37.813581,144.967438,1,1,0,$375_per_week,2022-08-01,MELBOURNE,375
871,"104/18 RUSSELL PLACE, MELBOURNE",-37.813581,144.967438,1,1,0,$375_per_week,2022-08-01,MELBOURNE,375
872,"104/18 RUSSELL PLACE, MELBOURNE",-37.813581,144.967438,1,1,0,$375,2022-08-01,MELBOURNE,375
873,"104/18 RUSSELL PLACE, MELBOURNE",-37.813581,144.967438,1,1,0,$350,2021-10-01,MELBOURNE,350
874,"104/18 RUSSELL PLACE, MELBOURNE",-37.813581,144.967438,1,1,0,$450,2019-06-01,MELBOURNE,450
875,"104/18 RUSSELL PLACE, MELBOURNE",-37.813581,144.967438,1,1,0,$450_pw,2019-06-01,MELBOURNE,450
876,"104/18 RUSSELL PLACE, MELBOURNE",-37.813581,144.967438,1,1,0,$430,2016-12-01,MELBOURNE,430
877,"104/18 RUSSELL PLACE, MELBOURNE",-37.813581,144.967438,1,1,0,$430_p.w.,2016-12-01,MELBOURNE,430
878,"104/18 RUSSELL PLACE, MELBOURNE",-37.813581,144.967438,1,1,0,$400_per_week,2015-06-01,MELBOURNE,400
879,"104/18 RUSSELL PLACE, MELBOURNE",-37.813581,144.967438,1,1,0,$400_per_week,2014-08-01,MELBOURNE,400
880,"104/18 RUSSELL PLACE, MELBOURNE",-37.813581,144.967438,1,1,0,$400_p.w.,2014-08-01,MELBOURNE,400
881,"608/151 BERKELEY STREET, MELBOURNE",-37.80225001,144.9581001,1,1,0,$550_per_week,2022-08-01,MELBOURNE,550
882,"608/151 BERKELEY STREET, MELBOURNE",-37.80225001,144.9581001,1,1,0,$550_per_week,2022-08-01,MELBOURNE,550
883,"608/151 BERKELEY STREET, MELBOURNE",-37.80225001,144.9581001,1,1,0,$550,2022-08-01,MELBOURNE,550
884,"4403/483 SWANSTON STREET, MELBOURNE",-37.807218,144.962336,2,1,1,$550_per_week,2022-08-01,MELBOURNE,550
885,"4403/483 SWANSTON STREET, MELBOURNE",-37.807218,144.962336,2,1,1,$550_per_week,2022-08-01,MELBOURNE,550
886,"4403/483 SWANSTON STREET, MELBOURNE",-37.807218,144.962336,2,1,1,$550,2022-08-01,MELBOURNE,550
887,"4403/483 SWANSTON STREET, MELBOURNE",-37.807218,144.962336,2,1,1,$350_per_week,2021-07-01,MELBOURNE,350
888,"4403/483 SWANSTON STREET, MELBOURNE",-37.807218,144.962336,2,1,1,$480_per_week,2021-07-01,MELBOURNE,480
889,"4403/483 SWANSTON STREET, MELBOURNE",-37.807218,144.962336,2,1,1,$530_pw,2017-10-01,MELBOURNE,530
890,"4403/483 SWANSTON STREET, MELBOURNE",-37.807218,144.962336,2,1,1,$540_per_week,2016-08-01,MELBOURNE,540
891,"4403/483 SWANSTON STREET, MELBOURNE",-37.807218,144.962336,2,1,1,$540_per_week,2015-08-01,MELBOURNE,540
892,"4403/483 SWANSTON STREET, MELBOURNE",-37.807218,144.962336,2,1,1,$540_p.w.,2014-07-01,MELBOURNE,540
893,"4403/483 SWANSTON STREET, MELBOURNE",-37.807218,144.962336,2,1,1,$540_per_week,2014-05-01,MELBOURNE,540
894,"4403/483 SWANSTON STREET, MELBOURNE",-37.807218,144.962336,2,1,1,$540_pw,2014-01-01,MELBOURNE,540
895,"4403/483 SWANSTON STREET, MELBOURNE",-37.807218,144.962336,2,1,1,$540_p.w.,2012-11-01,MELBOURNE,540
896,"4403/483 SWANSTON STREET, MELBOURNE",-37.807218,144.962336,2,1,1,$580_pw,2012-10-01,MELBOURNE,580
897,"4403/483 SWANSTON STREET, MELBOURNE",-37.807218,144.962336,2,1,1,$580,2011-11-01,MELBOURNE,580
898,"4403/483 SWANSTON STREET, MELBOURNE",-37.807218,144.962336,2,1,1,$580_pw,2010-07-01,MELBOURNE,580
899,"4403/483 SWANSTON STREET, MELBOURNE",-37.807218,144.962336,2,1,1,$540_pw,2010-01-01,MELBOURNE,540
900,"4403/483 SWANSTON STREET, MELBOURNE",-37.807218,144.962336,2,1,1,$540_pw,2009-03-01,MELBOURNE,540
901,"5707/228 LA TROBE STREET, MELBOURNE",-37.80966001,144.96228001,1,1,0,$600_per_week,2022-08-01,MELBOURNE,600
902,"5707/228 LA TROBE STREET, MELBOURNE",-37.80966001,144.96228001,1,1,0,$600_per_week,2022-08-01,MELBOURNE,600
905,"2107/11 ROSE LN, MELBOURNE",-37.81545001,144.95408001,2,1,1,$550,2022-08-01,MELBOURNE,550
906,"UNIT 403, 243 FRANKLIN ST, MELBOURNE, MELBOURNE",-37.80969001,144.95667001,1,1,0,$360_per_week,2022-08-01,MELBOURNE,360
907,"UNIT 403, 243 FRANKLIN ST, MELBOURNE, MELBOURNE",-37.80969001,144.95667001,1,1,0,$360_per_week,2022-08-01,MELBOURNE,360
910,"616/35 ALBERT ROAD, MELBOURNE",-37.837553002,144.9670659002,2,2,1,$580_per_week,2022-08-01,MELBOURNE,580
911,"616/35 ALBERT ROAD, MELBOURNE",-37.837553002,144.9670659002,2,2,1,$580_p.w.,2022-08-01,MELBOURNE,580
912,"3505/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,3,2,1,$780_per_week,2022-08-01,MELBOURNE,780
913,"3505/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,3,2,1,$780_per_week,2022-08-01,MELBOURNE,780
914,"3505/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,3,2,1,$780,2022-08-01,MELBOURNE,780
915,"3505/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,3,2,1,$680_per_week,2021-08-01,MELBOURNE,680
916,"3505/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,3,2,1,$680,2021-07-01,MELBOURNE,680
917,"3505/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,3,2,1,$895_per_week,2020-07-01,MELBOURNE,895
918,"3505/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,3,2,1,$895,2020-07-01,MELBOURNE,895
919,"3505/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,3,2,1,$895_pw,2020-06-01,MELBOURNE,895
920,"2911/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,2,2,1,$620_per_week,2022-08-01,MELBOURNE,620
921,"2911/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,2,2,1,$620_per_week,2022-08-01,MELBOURNE,620
922,"2911/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,2,2,1,$620,2022-08-01,MELBOURNE,620
923,"2911/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,2,2,1,$620,2022-07-01,MELBOURNE,620
924,"2911/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,2,2,1,$550_per_week,2021-01-01,MELBOURNE,550
925,"2911/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,2,2,1,$550,2021-01-01,MELBOURNE,550
926,"2911/601 LITTLE LONSDALE STREET, MELBOURNE",-37.8137001,144.95393001,2,2,1,$550_pw,2020-09-01,MELBOURNE,550
927,"2012/220 SPENCER STREET, MELBOURNE",-37.8157087,144.9530312,1,1,0,$450_per_week,2022-08-01,MELBOURNE,450
928,"2012/220 SPENCER STREET, MELBOURNE",-37.8157087,144.9530312,1,1,0,$450_per_week,2022-08-01,MELBOURNE,450
929,"2012/220 SPENCER STREET, MELBOURNE",-37.8157087,144.9530312,1,1,0,$450,2022-08-01,MELBOURNE,450
930,"2012/220 SPENCER STREET, MELBOURNE",-37.8157087,144.9530312,1,1,0,$390,2020-06-01,MELBOURNE,390
931,"2012/220 SPENCER STREET, MELBOURNE",-37.8157087,144.9530312,1,1,0,$390_pw,2020-06-01,MELBOURNE,390
932,"2012/220 SPENCER STREET, MELBOURNE",-37.8157087,144.9530312,1,1,0,$390_per_week,2020-06-01,MELBOURNE,390
933,"2012/220 SPENCER STREET, MELBOURNE",-37.8157087,144.9530312,1,1,0,$480,2019-06-01,MELBOURNE,480
934,"2012/220 SPENCER STREET, MELBOURNE",-37.8157087,144.9530312,1,1,0,$480_per_week,2019-06-01,MELBOURNE,480
935,"2012/220 SPENCER STREET, MELBOURNE",-37.8157087,144.9530312,1,1,0,$480_pw,2019-06-01,MELBOURNE,480
936,"2012/220 SPENCER STREET, MELBOURNE",-37.8157087,144.9530312,1,1,0,$460_per_week,2017-01-01,MELBOURNE,460
937,"2012/220 SPENCER STREET, MELBOURNE",-37.8157087,144.9530312,1,1,0,$430_per_week,2014-11-01,MELBOURNE,430
938,"2012/220 SPENCER STREET, MELBOURNE",-37.8157087,144.9530312,1,1,0,$430_pw,2014-11-01,MELBOURNE,430
939,"2210/33 MACKENZIE STREET, MELBOURNE",-37.80781001,144.96697001,2,1,0,$450_pw,2022-08-01,MELBOURNE,450
940,"2210/33 MACKENZIE STREET, MELBOURNE",-37.80781001,144.96697001,2,1,0,$450_pw,2022-08-01,MELBOURNE,450
941,"2210/33 MACKENZIE STREET, MELBOURNE",-37.80781001,144.96697001,2,1,0,$500_per_week,2020-10-01,MELBOURNE,500
942,"315/118 RUSSELL STREET, MELBOURNE",-37.813513,144.969083,1,1,0,$550_per_week,2022-08-01,MELBOURNE,550
943,"315/118 RUSSELL STREET, MELBOURNE",-37.813513,144.969083,1,1,0,$550_per_week,2022-08-01,MELBOURNE,550
944,"315/118 RUSSELL STREET, MELBOURNE",-37.813513,144.969083,1,1,0,$550,2022-08-01,MELBOURNE,550
945,"315/118 RUSSELL STREET, MELBOURNE",-37.813513,144.969083,1,1,0,$550_p.w.,2022-08-01,MELBOURNE,550
946,"315/118 RUSSELL STREET, MELBOURNE",-37.813513,144.969083,1,1,0,$500_per_week,2021-07-01,MELBOURNE,500
947,"315/118 RUSSELL STREET, MELBOURNE",-37.813513,144.969083,1,1,0,$550_per_week,2020-06-01,MELBOURNE,550
948,"315/118 RUSSELL STREET, MELBOURNE",-37.813513,144.969083,1,1,0,$600_per_week,2019-05-01,MELBOURNE,600
949,"315/118 RUSSELL STREET, MELBOURNE",-37.813513,144.969083,1,1,0,$450,2009-08-01,MELBOURNE,450
950,"315/118 RUSSELL STREET, MELBOURNE",-37.813513,144.969083,1,1,0,$450_pw,2009-08-01,MELBOURNE,450
951,"315/118 RUSSELL STREET, MELBOURNE",-37.813513,144.969083,1,1,0,$450,2009-07-01,MELBOURNE,450
952,"315/118 RUSSELL STREET, MELBOURNE",-37.813513,144.969083,1,1,0,$450_pw,2009-07-01,MELBOURNE,450
953,"1224/43 THERRY STREET, MELBOURNE",-37.8070012,144.9604608,1,1,0,$350_per_week,2022-08-01,MELBOURNE,350
954,"1224/43 THERRY STREET, MELBOURNE",-37.8070012,144.9604608,1,1,0,$350_per_week,2022-08-01,MELBOURNE,350
955,"1224/43 THERRY STREET, MELBOURNE",-37.8070012,144.9604608,1,1,0,$255_per_week,2021-02-01,MELBOURNE,255
956,"1224/43 THERRY STREET, MELBOURNE",-37.8070012,144.9604608,1,1,0,$410_per_week,2020-02-01,MELBOURNE,410
957,"1224/43 THERRY STREET, MELBOURNE",-37.8070012,144.9604608,1,1,0,$390_per_week,2018-07-01,MELBOURNE,390
958,"1224/43 THERRY STREET, MELBOURNE",-37.8070012,144.9604608,1,1,0,$370_per_week,2015-05-01,MELBOURNE,370
959,"1224/43 THERRY STREET, MELBOURNE",-37.8070012,144.9604608,1,1,0,$375_per_week,2014-05-01,MELBOURNE,375
960,"1224/43 THERRY STREET, MELBOURNE",-37.8070012,144.9604608,1,1,0,$380_per_week,2014-05-01,MELBOURNE,380
961,"504/390 LITTLE COLLINS STREET, MELBOURNE",-37.8157403,144.9618028,2,2,0,$650_per_week,2022-08-01,MELBOURNE,650
962,"504/390 LITTLE COLLINS STREET, MELBOURNE",-37.8157403,144.9618028,2,2,0,$650_per_week,2022-08-01,MELBOURNE,650
963,"504/390 LITTLE COLLINS STREET, MELBOURNE",-37.8157403,144.9618028,2,2,0,$650,2022-08-01,MELBOURNE,650
964,"504/390 LITTLE COLLINS STREET, MELBOURNE",-37.8157403,144.9618028,2,2,0,$590_per_week,2022-07-01,MELBOURNE,590
965,"504/390 LITTLE COLLINS STREET, MELBOURNE",-37.8157403,144.9618028,2,2,0,$590_per_week,2021-12-01,MELBOURNE,590
966,"504/390 LITTLE COLLINS STREET, MELBOURNE",-37.8157403,144.9618028,2,2,0,$590,2021-11-01,MELBOURNE,590
967,"504/390 LITTLE COLLINS STREET, MELBOURNE",-37.8157403,144.9618028,2,2,0,$740_per_week,2019-10-01,MELBOURNE,740
968,"504/390 LITTLE COLLINS STREET, MELBOURNE",-37.8157403,144.9618028,2,2,0,$740_per_week,2019-01-01,MELBOURNE,740
969,"504/390 LITTLE COLLINS STREET, MELBOURNE",-37.8157403,144.9618028,2,2,0,$740,2018-12-01,MELBOURNE,740
970,"504/390 LITTLE COLLINS STREET, MELBOURNE",-37.8157403,144.9618028,2,2,0,$750_per_week,2017-06-01,MELBOURNE,750
971,"504/390 LITTLE COLLINS STREET, MELBOURNE",-37.8157403,144.9618028,2,2,0,$750_per_week,2017-04-01,MELBOURNE,750
972,"504/390 LITTLE COLLINS STREET, MELBOURNE",-37.8157403,144.9618028,2,2,0,$750_per_week,2016-11-01,MELBOURNE,750
973,"504/390 LITTLE COLLINS STREET, MELBOURNE",-37.8157403,144.9618028,2,2,0,$720_per_week,2016-02-01,MELBOURNE,720
974,"504/390 LITTLE COLLINS STREET, MELBOURNE",-37.8157403,144.9618028,2,2,0,$720_per_week,2015-03-01,MELBOURNE,720
975,"504/390 LITTLE COLLINS STREET, MELBOURNE",-37.8157403,144.9618028,2,2,0,$690_per_week,2014-02-01,MELBOURNE,690
976,"504/390 LITTLE COLLINS STREET, MELBOURNE",-37.8157403,144.9618028,2,2,0,$690_per_week,2013-07-01,MELBOURNE,690
977,"504/390 LITTLE COLLINS STREET, MELBOURNE",-37.8157403,144.9618028,2,2,0,$730_per_week,2013-07-01,MELBOURNE,730
978,"504/390 LITTLE COLLINS STREET, MELBOURNE",-37.8157403,144.9618028,2,2,0,$730_per_week,2013-05-01,MELBOURNE,730
979,"504/390 LITTLE COLLINS STREET, MELBOURNE",-37.8157403,144.9618028,2,2,0,$700,2008-07-01,MELBOURNE,700
980,"80/431 ST KILDA ROAD, MELBOURNE",-37.8389008,144.9769821,2,1,1,$530_per_week,2022-08-01,MELBOURNE,530
981,"80/431 ST KILDA ROAD, MELBOURNE",-37.8389008,144.9769821,2,1,1,$530_per_week,2022-08-01,MELBOURNE,530
982,"80/431 ST KILDA ROAD, MELBOURNE",-37.8389008,144.9769821,2,1,1,$530,2022-08-01,MELBOURNE,530
983,"80/431 ST KILDA ROAD, MELBOURNE",-37.8389008,144.9769821,2,1,1,$500_per_week,2015-05-01,MELBOURNE,500
984,"80/431 ST KILDA ROAD, MELBOURNE",-37.8389008,144.9769821,2,1,1,$480_per_week,2012-06-01,MELBOURNE,480
985,"80/431 ST KILDA ROAD, MELBOURNE",-37.8389008,144.9769821,2,1,1,$475_per_week,2011-01-01,MELBOURNE,475
986,"4518/160 VICTORIA STREET, MELBOURNE",-37.80634001,144.96191001,1,1,1,$500_per_week,2022-08-01,MELBOURNE,500
987,"4518/160 VICTORIA STREET, MELBOURNE",-37.80634001,144.96191001,1,1,1,$500_per_week,2022-08-01,MELBOURNE,500
988,"4518/160 VICTORIA STREET, MELBOURNE",-37.80634001,144.96191001,1,1,1,$500,2022-08-01,MELBOURNE,500
989,"4518/160 VICTORIA STREET, MELBOURNE",-37.80634001,144.96191001,1,1,1,$420_per_week,2021-01-01,MELBOURNE,420
990,"4518/160 VICTORIA STREET, MELBOURNE",-37.80634001,144.96191001,1,1,1,$500_per_week,2019-06-01,MELBOURNE,500
991,"4518/160 VICTORIA STREET, MELBOURNE",-37.80634001,144.96191001,1,1,1,$500,2019-06-01,MELBOURNE,500
992,"2612/288 SPENCER STREET, MELBOURNE",-37.81367111,144.95195007,1,1,0,$350,2022-08-01,MELBOURNE,350
993,"2612/288 SPENCER STREET, MELBOURNE",-37.81367111,144.95195007,1,1,0,$350,2022-08-01,MELBOURNE,350
994,"2612/288 SPENCER STREET, MELBOURNE",-37.81367111,144.95195007,1,1,0,$325_pw,2010-02-01,MELBOURNE,325
995,"3701/200 SPENCER STREET, MELBOURNE",-37.8163783,144.9528947,2,1,1,$625_Week,2022-08-01,MELBOURNE,625
996,"3701/200 SPENCER STREET, MELBOURNE",-37.8163783,144.9528947,2,1,1,$625_Week,2022-08-01,MELBOURNE,625
997,"3701/200 SPENCER STREET, MELBOURNE",-37.8163783,144.9528947,2,1,1,$625,2022-08-01,MELBOURNE,625
998,"3701/200 SPENCER STREET, MELBOURNE",-37.8163783,144.9528947,2,1,1,$590_Week,2020-06-01,MELBOURNE,590
999,"3701/200 SPENCER STREET, MELBOURNE",-37.8163783,144.9528947,2,1,1,$750_Week,2020-02-01,MELBOURNE,750
1000,"3701/200 SPENCER STREET, MELBOURNE",-37.8163783,144.9528947,2,1,1,$700_Week,2019-02-01,MELBOURNE,700
1001,"3701/200 SPENCER STREET, MELBOURNE",-37.8163783,144.9528947,2,1,1,$540_per_week,2013-07-01,MELBOURNE,540
1002,"3701/200 SPENCER STREET, MELBOURNE",-37.8163783,144.9528947,2,1,1,$575_per_week,2012-01-01,MELBOURNE,575
1008,"2108/11 ROSE LANE, MELBOURNE",-38.0906695002,145.2790886002,2,1,0,$600,2022-08-01,MELBOURNE,600
1009,"2108/11 ROSE LANE, MELBOURNE",-38.0906695002,145.2790886002,2,1,0,$600,2022-08-01,MELBOURNE,600
1010,"202/31 ABECKETT STREET, MELBOURNE",-37.8093617002,144.9604329002,1,1,0,$480,2022-08-01,MELBOURNE,480
1011,"202/31 ABECKETT STREET, MELBOURNE",-37.8093617002,144.9604329002,1,1,0,$480,2022-08-01,MELBOURNE,480
1012,"202/31 ABECKETT STREET, MELBOURNE",-37.8093617002,144.9604329002,1,1,0,$300_per_week,2021-12-01,MELBOURNE,300
1013,"202/31 ABECKETT STREET, MELBOURNE",-37.8093617002,144.9604329002,1,1,0,$300,2021-12-01,MELBOURNE,300
1014,"202/31 ABECKETT STREET, MELBOURNE",-37.8093617002,144.9604329002,1,1,0,$340_per_week,2021-04-01,MELBOURNE,340
1015,"202/31 ABECKETT STREET, MELBOURNE",-37.8093617002,144.9604329002,1,1,0,$350_pw,2020-09-01,MELBOURNE,350
1016,"202/31 ABECKETT STREET, MELBOURNE",-37.8093617002,144.9604329002,1,1,0,$500_pw,2019-09-01,MELBOURNE,500
1017,"202/31 ABECKETT STREET, MELBOURNE",-37.8093617002,144.9604329002,1,1,0,$510,2019-08-01,MELBOURNE,510
1018,"1808/200 SPENCER ST, MELBOURNE",-37.816257,144.953288,1,1,0,$500_per_week,2022-08-01,MELBOURNE,500
1019,"1808/200 SPENCER ST, MELBOURNE",-37.816257,144.953288,1,1,0,$500_per_week,2022-08-01,MELBOURNE,500
1020,"1808/200 SPENCER ST, MELBOURNE",-37.816257,144.953288,1,1,0,$385_per_week,2021-07-01,MELBOURNE,385
1021,"1808/200 SPENCER ST, MELBOURNE",-37.816257,144.953288,1,1,0,$430_per_week,2021-01-01,MELBOURNE,430
1022,"1808/200 SPENCER ST, MELBOURNE",-37.816257,144.953288,1,1,0,$490_per_week,2017-04-01,MELBOURNE,490
1023,"1808/200 SPENCER ST, MELBOURNE",-37.816257,144.953288,1,1,0,$460_per_week,2014-09-01,MELBOURNE,460
1024,"1808/200 SPENCER ST, MELBOURNE",-37.816257,144.953288,1,1,0,$500_per_week,2014-08-01,MELBOURNE,500
1025,"3103/350 WILLIAM ST, MELBOURNE",-37.81127001,144.95647001,1,1,0,$400_per_week,2022-08-01,MELBOURNE,400
1026,"3103/350 WILLIAM ST, MELBOURNE",-37.81127001,144.95647001,1,1,0,$400_per_week,2022-08-01,MELBOURNE,400
1027,"3103/350 WILLIAM ST, MELBOURNE",-37.81127001,144.95647001,1,1,0,$315_per_week,2021-08-01,MELBOURNE,315
1028,"1308/138 SPENCER ST, MELBOURNE",-37.81744001,144.9537001,2,2,0,$700_pw,2022-08-01,MELBOURNE,700
1029,"1308/138 SPENCER ST, MELBOURNE",-37.81744001,144.9537001,2,2,0,$700_pw,2022-08-01,MELBOURNE,700
1030,"233/416 ST KILDA ROAD, MELBOURNE",-37.8181405,144.967764,3,2,2,$760_p.w.,2022-08-01,MELBOURNE,760
1031,"233/416 ST KILDA ROAD, MELBOURNE",-37.8181405,144.967764,3,2,2,$760_p.w.,2022-08-01,MELBOURNE,760
1032,"233/416 ST KILDA ROAD, MELBOURNE",-37.8181405,144.967764,3,2,2,$660_p.w,2009-06-01,MELBOURNE,660
1033,"233/416 ST KILDA ROAD, MELBOURNE",-37.8181405,144.967764,3,2,2,$660_p.w,2009-05-01,MELBOURNE,660
1034,"233/416 ST KILDA ROAD, MELBOURNE",-37.8181405,144.967764,3,2,2,$600_p.w,2008-03-01,MELBOURNE,600
1035,"172/418 ST KILDA ROAD, MELBOURNE",-37.835778,144.974934,3,2,1,$700_p.w.,2022-08-01,MELBOURNE,700
1036,"172/418 ST KILDA ROAD, MELBOURNE",-37.835778,144.974934,3,2,1,$700_p.w.,2022-08-01,MELBOURNE,700
1038,"172/418 ST KILDA ROAD, MELBOURNE",-37.835778,144.974934,3,2,1,$600_per_week,2021-08-01,MELBOURNE,600
1039,"172/418 ST KILDA ROAD, MELBOURNE",-37.835778,144.974934,3,2,1,$600,2021-07-01,MELBOURNE,600
1040,"172/418 ST KILDA ROAD, MELBOURNE",-37.835778,144.974934,3,2,1,$600_p.w.,2021-07-01,MELBOURNE,600
1041,"172/418 ST KILDA ROAD, MELBOURNE",-37.835778,144.974934,3,2,1,$570_p.w,2008-01-01,MELBOURNE,570
1042,"29/449 ST KILDA ROAD, MELBOURNE",-37.840138,144.977397,2,1,1,$750_per_week,2022-08-01,MELBOURNE,750
1043,"29/449 ST KILDA ROAD, MELBOURNE",-37.840138,144.977397,2,1,1,$750_per_week,2022-08-01,MELBOURNE,750
1044,"29/449 ST KILDA ROAD, MELBOURNE",-37.840138,144.977397,2,1,1,$670_Weekly,2020-08-01,MELBOURNE,670
1045,"29/449 ST KILDA ROAD, MELBOURNE",-37.840138,144.977397,2,1,1,$670_p.w.,2020-07-01,MELBOURNE,670
1046,"29/449 ST KILDA ROAD, MELBOURNE",-37.840138,144.977397,2,1,1,$550_per_week,2016-02-01,MELBOURNE,550
1047,"UNIT 14/18 QUEENS RD, MELBOURNE",-37.8399029,144.975163,2,1,1,$525_per_week,2022-08-01,MELBOURNE,525
1048,"UNIT 14/18 QUEENS RD, MELBOURNE",-37.8399029,144.975163,2,1,1,$525_per_week,2022-08-01,MELBOURNE,525
1049,"906/455 ELIZABETH STREET, MELBOURNE",-37.808429,144.960206,1,1,1,$450_p.w.,2022-08-01,MELBOURNE,450
1050,"906/455 ELIZABETH STREET, MELBOURNE",-37.808429,144.960206,1,1,1,$450_p.w.,2022-08-01,MELBOURNE,450
1051,"906/455 ELIZABETH STREET, MELBOURNE",-37.808429,144.960206,1,1,1,$355_per_week,2012-09-01,MELBOURNE,355
1052,"906/455 ELIZABETH STREET, MELBOURNE",-37.808429,144.960206,1,1,1,$340_pw,2010-09-01,MELBOURNE,340
1053,"45/32 QUEENS RD, MELBOURNE",-37.8545895002,144.9801479002,1,1,1,$400_per_week,2022-08-01,MELBOURNE,400
1054,"45/32 QUEENS RD, MELBOURNE",-37.8545895002,144.9801479002,1,1,1,$400_per_week,2022-08-01,MELBOURNE,400
1055,"904/422 COLLINS STREET, MELBOURNE",-37.817137,144.96012,1,1,0,$360,2022-08-01,MELBOURNE,360
1056,"904/422 COLLINS STREET, MELBOURNE",-37.817137,144.96012,1,1,0,$360,2022-08-01,MELBOURNE,360
1057,"904/422 COLLINS STREET, MELBOURNE",-37.817137,144.96012,1,1,0,$380_Weekly,2019-09-01,MELBOURNE,380
1058,"904/422 COLLINS STREET, MELBOURNE",-37.817137,144.96012,1,1,0,$380_per_week,2019-08-01,MELBOURNE,380
1059,"904/422 COLLINS STREET, MELBOURNE",-37.817137,144.96012,1,1,0,$380,2019-08-01,MELBOURNE,380
1060,"904/422 COLLINS STREET, MELBOURNE",-37.817137,144.96012,1,1,0,$400_per_week,2017-03-01,MELBOURNE,400
1061,"904/422 COLLINS STREET, MELBOURNE",-37.817137,144.96012,1,1,0,$400_pw,2017-03-01,MELBOURNE,400
1062,"904/422 COLLINS STREET, MELBOURNE",-37.817137,144.96012,1,1,0,$400_Weekly,2017-03-01,MELBOURNE,400
1063,"904/422 COLLINS STREET, MELBOURNE",-37.817137,144.96012,1,1,0,$320_Weekly,2015-01-01,MELBOURNE,320
1064,"904/422 COLLINS STREET, MELBOURNE",-37.817137,144.96012,1,1,0,$340_per_week,2013-11-01,MELBOURNE,340
1065,"904/422 COLLINS STREET, MELBOURNE",-37.817137,144.96012,1,1,0,$340_p.w.,2013-11-01,MELBOURNE,340
1066,"904/422 COLLINS STREET, MELBOURNE",-37.817137,144.96012,1,1,0,$340_Weekly,2013-11-01,MELBOURNE,340
1067,"904/422 COLLINS STREET, MELBOURNE",-37.817137,144.96012,1,1,0,$350_per_week,2013-08-01,MELBOURNE,350
1068,"904/422 COLLINS STREET, MELBOURNE",-37.817137,144.96012,1,1,0,$330_pw,2012-08-01,MELBOURNE,330
1069,"904/422 COLLINS STREET, MELBOURNE",-37.817137,144.96012,1,1,0,$340_pw,2012-07-01,MELBOURNE,340
1070,"904/422 COLLINS STREET, MELBOURNE",-37.817137,144.96012,1,1,0,$330_pw,2011-03-01,MELBOURNE,330
1071,"904/422 COLLINS STREET, MELBOURNE",-37.817137,144.96012,1,1,0,$300,2008-02-01,MELBOURNE,300
1072,"904/422 COLLINS STREET, MELBOURNE",-37.817137,144.96012,1,1,0,$320_pw,2007-12-01,MELBOURNE,320
1073,"706/593 ELIZABETH STREET, MELBOURNE",-37.8044324,144.9582969,1,1,0,$200_per_week,2022-08-01,MELBOURNE,200
1074,"706/593 ELIZABETH STREET, MELBOURNE",-37.8044324,144.9582969,1,1,0,$200_per_week,2022-08-01,MELBOURNE,200
1075,"706/593 ELIZABETH STREET, MELBOURNE",-37.8044324,144.9582969,1,1,0,$220,2022-08-01,MELBOURNE,220
1076,"706/593 ELIZABETH STREET, MELBOURNE",-37.8044324,144.9582969,1,1,0,$310_per_week,2020-01-01,MELBOURNE,310
1077,"706/593 ELIZABETH STREET, MELBOURNE",-37.8044324,144.9582969,1,1,0,$310_per_week,2019-10-01,MELBOURNE,310
1078,"706/593 ELIZABETH STREET, MELBOURNE",-37.8044324,144.9582969,1,1,0,$290,2018-11-01,MELBOURNE,290
1079,"706/593 ELIZABETH STREET, MELBOURNE",-37.8044324,144.9582969,1,1,0,$280_per_week,2017-08-01,MELBOURNE,280
1080,"706/593 ELIZABETH STREET, MELBOURNE",-37.8044324,144.9582969,1,1,0,$270_per_week,2013-10-01,MELBOURNE,270
1081,"LV53/228 LA TROBE STREET, MELBOURNE",-37.80966001,144.96228001,2,1,0,$650,2022-08-01,MELBOURNE,650
1082,"LV53/228 LA TROBE STREET, MELBOURNE",-37.80966001,144.96228001,2,1,0,$650,2022-08-01,MELBOURNE,650
1083,"LV53/228 LA TROBE STREET, MELBOURNE",-37.80966001,144.96228001,2,1,0,$795,2022-06-01,MELBOURNE,795
1084,"LV53/228 LA TROBE STREET, MELBOURNE",-37.80966001,144.96228001,2,1,0,$795_Week,2022-05-01,MELBOURNE,795
